4.226924438476562500e+02 9.659426116943359375e+01 7.583948612213134766e+00 5.120006103515625000e+02
4.240969543457031250e+02 9.453705596923828125e+01 4.992716789245605469e+00 4.367414550781250000e+02
4.260150146484375000e+02 9.306491088867187500e+01 -1.051531505584716797e+01 3.610785217285156250e+02
4.231543579101562500e+02 9.484664154052734375e+01 1.319047927856445312e+01 3.617288208007812500e+02
4.256425781250000000e+02 9.419281005859375000e+01 -1.009428596496582031e+01 3.326577758789062500e+02
4.136450805664062500e+02 9.502503967285156250e+01 6.535490036010742188e+00 2.992711791992187500e+02
4.244171447753906250e+02 9.409511566162109375e+01 1.216927623748779297e+01 3.002557067871093750e+02
4.031433410644531250e+02 9.674507904052734375e+01 -1.347084617614746094e+01 2.366065521240234375e+02
4.042685852050781250e+02 9.385290527343750000e+01 -1.096386432647705078e+01 2.542995300292968750e+02
4.227146606445312500e+02 9.481175994873046875e+01 1.571726322174072266e+01 2.727453613281250000e+02
3.943890075683593750e+02 9.354012298583984375e+01 -2.853417778015136719e+01 2.134840850830078125e+02
4.219389343261718750e+02 9.579690551757812500e+01 1.143656730651855469e+01 2.000282135009765625e+02
4.040544128417968750e+02 9.369166564941406250e+01 -1.905035781860351562e+01 2.297226409912109375e+02
4.071135864257812500e+02 9.383388519287109375e+01 1.813279628753662109e+00 2.297552490234375000e+02
4.200875854492187500e+02 9.734729003906250000e+01 9.562153816223144531e+00 2.200718688964843750e+02
4.266909179687500000e+02 9.387036132812500000e+01 2.141452312469482422e+00 2.467794036865234375e+02
4.056013488769531250e+02 9.822113037109375000e+01 -1.229773426055908203e+01 2.137651519775390625e+02
4.009382324218750000e+02 9.332472991943359375e+01 -2.283818435668945312e+01 2.073550720214843750e+02
4.239656066894531250e+02 9.331657409667968750e+01 2.041295623779296875e+01 2.004014892578125000e+02
4.565816955566406250e+02 6.623708343505859375e+01 3.182947731018066406e+01 1.329380249023437500e+03
3.347128601074218750e+02 6.583783721923828125e+01 -2.947372436523437500e+01 1.033509033203125000e+03
3.629320068359375000e+02 4.602254486083984375e+01 -5.658274459838867188e+01 1.174926757812500000e+03
4.126204528808593750e+02 5.767749404907226562e+01 3.141563224792480469e+01 1.153538208007812500e+03
3.315275268554687500e+02 6.044206237792968750e+01 -3.910975265502929688e+01 9.246431274414062500e+02
3.832632141113281250e+02 7.732698822021484375e+01 5.778206253051757812e+01 9.228750610351562500e+02
3.897301635742187500e+02 7.677539062500000000e+01 5.957939529418945312e+01 1.078280517578125000e+03
4.714481506347656250e+02 3.142074966430664062e+01 -9.674491882324218750e+00 1.022046752929687500e+03
3.436934509277343750e+02 5.088124847412109375e+01 5.584752655029296875e+01 9.506190795898437500e+02
4.574199523925781250e+02 7.258199310302734375e+01 3.533266448974609375e+01 8.675608520507812500e+02
4.591360168457031250e+02 4.478872680664062500e+01 5.466232299804687500e+01 8.452540283203125000e+02
4.540294189453125000e+02 6.310879135131835938e+01 3.089974784851074219e+01 8.708680419921875000e+02
4.673292541503906250e+02 2.937422943115234375e+01 -3.743791580200195312e+01 7.456878051757812500e+02
3.848263549804687500e+02 7.127503967285156250e+01 -2.912447166442871094e+01 7.680009765625000000e+02
3.527717590332031250e+02 4.432819747924804688e+01 -3.628982543945312500e+01 8.080918579101562500e+02
3.527261962890625000e+02 4.547863006591796875e+01 1.617401885986328125e+01 8.760914306640625000e+02
4.568204956054687500e+02 5.986362075805664062e+01 2.777614974975585938e+01 8.939530029296875000e+02
4.716598510742187500e+02 2.612764167785644531e+01 -4.224202346801757812e+01 7.953899536132812500e+02
4.239122009277343750e+02 3.856076049804687500e+01 -1.787417030334472656e+01 6.707595214843750000e+02
3.610787658691406250e+02 4.670818328857421875e+01 -5.329896163940429688e+01 8.084306640625000000e+02
3.730414123535156250e+02 3.290774154663085938e+01 -3.840361404418945312e+01 7.268480834960937500e+02
3.514919433593750000e+02 4.426943206787109375e+01 -3.936000442504882812e+01 7.026324462890625000e+02
4.742138061523437500e+02 3.177003097534179688e+01 -4.485493850708007812e+01 8.836594238281250000e+02
3.954935302734375000e+02 2.482883834838867188e+01 8.612802886962890625e+01 8.085360107421875000e+02
3.325718688964843750e+02 6.868085479736328125e+01 8.953918457031250000e+00 8.165407104492187500e+02
3.304171447753906250e+02 5.127454757690429688e+01 3.541962051391601562e+01 7.478905029296875000e+02
3.495477294921875000e+02 4.105879592895507812e+01 3.187695312500000000e+01 7.847946166992187500e+02
3.977906799316406250e+02 8.779386901855468750e+01 4.658282852172851562e+01 7.867253417968750000e+02
4.420547485351562500e+02 2.394291687011718750e+01 -8.558889389038085938e+00 6.971693725585937500e+02
4.412548522949218750e+02 6.365743637084960938e+01 3.439050292968750000e+01 8.492573242187500000e+02
3.404274291992187500e+02 4.850891876220703125e+01 2.785548210144042969e+01 7.161465454101562500e+02
3.630148315429687500e+02 5.764031982421875000e+01 -4.132861328125000000e+01 7.356702270507812500e+02
3.184569702148437500e+02 3.300095367431640625e+01 1.623897361755371094e+01 6.809705200195312500e+02
4.723812561035156250e+02 4.216451644897460938e+01 4.176267623901367188e+01 7.226762695312500000e+02
3.699512634277343750e+02 4.802915954589843750e+01 7.497245025634765625e+01 8.507619018554687500e+02
4.749385070800781250e+02 4.291297912597656250e+01 -2.735740280151367188e+01 7.413425292968750000e+02
3.862363891601562500e+02 6.955353546142578125e+01 -2.202884674072265625e+01 8.084259643554687500e+02
4.266286621093750000e+02 9.154980468750000000e+01 1.105150222778320312e+00 7.033004760742187500e+02
4.245387878417968750e+02 5.078712463378906250e+01 -1.240598869323730469e+01 6.696373291015625000e+02
3.463836364746093750e+02 3.434580230712890625e+01 2.473967361450195312e+01 8.245269165039062500e+02
3.919591369628906250e+02 7.671920013427734375e+01 -6.268265533447265625e+01 7.245760498046875000e+02
3.985779724121093750e+02 2.626063728332519531e+01 1.429402446746826172e+01 6.822137451171875000e+02
3.733710937500000000e+02 9.272727203369140625e+01 -2.441492843627929688e+01 7.948947753906250000e+02
3.679374084472656250e+02 3.991060256958007812e+01 4.403651046752929688e+01 7.598367919921875000e+02
3.470000915527343750e+02 4.782905197143554688e+01 -3.187648391723632812e+01 6.584312744140625000e+02
4.278443298339843750e+02 5.700574111938476562e+01 -1.169549465179443359e+01 7.941527709960937500e+02
3.892552795410156250e+02 7.419121551513671875e+01 -6.187317276000976562e+01 7.251088867187500000e+02
4.613099365234375000e+02 7.009632873535156250e+01 1.467278480529785156e+01 7.507496337890625000e+02
4.790674438476562500e+02 2.653311538696289062e+01 4.510538864135742188e+01 7.158873291015625000e+02
